,Song Name,Mean Streams,Total Streams,Stream Count,Mean Duration,Total Duration,First Quarter,Last Quarter
37054,Tills mitt hjärta går under,223195.7984496124,28792258,129,228433.0,29467857,2019Q3,2020Q3
37055,Tills vi dör,126942.29411764706,2158019,17,223708.0,3803036,2020Q4,2020Q3
37056,Tills vi koolar,92310.5,553863,6,189200.0,1135200,2015Q3,2015Q3
37057,Tilted,158994.62857142856,22259248,140,233247.0,32654580,2016Q4,2016Q4
37058,Tilttiin,47475.125,1519204,32,202850.0,6491200,2019Q3,2019Q4
37059,Tim Tim - Ao Vivo,159916.57142857142,2238832,14,174066.0,2436924,2016Q1,2016Q3
37060,Timantit on ikuisia,45058.94117647059,3064008,68,220813.0,15015284,2015Q1,2018Q4
37061,Timantit on ikuisia (Vain elämää kausi 7),244262.09375,15632774,64,201042.0,12866688,2017Q4,2017Q4
37062,Timber (feat. Ke$ha),54826.7786407767,28235791,515,204280.0,105204200,2015Q1,2016Q1
37063,Time,49557.71,4955771,100,209789.85,20978985,2018Q4,2016Q4
37064,Time (feat. Meek Mill),2985379.3333333335,44780690,15,182723.0,2740845,2018Q4,2018Q4
37065,Time - Edit,214385.86956521738,19723500,92,230610.0,21216120,2019Q3,2019Q4
37066,Time Chakda,224089.0,896356,4,178495.0,713980,2020Q4,2020Q4
37067,Time In A Bottle (from Fast & Furious Presents: Hobbs & Shaw),2700.0,2700,1,274907.0,274907,2020Q1,2020Q1
37068,Time Machine,3994.0,15976,4,178155.0,712620,2019Q3,2019Q3
37069,Time Time,606389.2307692308,39415300,65,156373.0,10164245,2021Q4,2021Q4
37070,"Time Time (feat. Squeezie, Myd & KronoMuzik)",684441.75,8213301,12,156658.0,1879896,2021Q4,2021Q4
37071,Time Warp,162983.72727272726,1792821,11,174280.0,1917080,2020Q4,2020Q3
37072,Time Will Answer,21060.0,84240,4,137612.0,550448,2019Q3,2019Q3
37073,Time Won't Wait,42138.88888888889,1137750,27,200000.0,5400000,2017Q3,2017Q4
37074,Time for Change,364698.5,3646985,10,210346.0,2103460,2019Q4,2019Q4
37075,Time for That,1080400.0967741935,33492403,31,208440.0,6461640,2016Q3,2016Q4
37076,Time of Our Lives,81844.74086378737,246352670,3010,229360.0,690373600,2015Q1,2016Q4
37077,Timebomb Zone,3257.0,9771,3,204914.0,614742,2018Q4,2018Q4
37078,Timehop,5773.0,17319,3,266250.0,798750,2017Q3,2017Q3
37079,Timeless,10348.846153846154,538140,52,237871.0,12369292,2021Q3,2021Q4
37080,Timeless (feat. DJ SPINKING),1200013.0,9600104,8,184000.0,1472000,2016Q4,2016Q4
37081,Timeless Interlude,129356.5,1034852,8,179188.0,1433504,2020Q4,2020Q4
37082,Timeline,265037.0,3180444,12,192461.0,2309532,2019Q4,2019Q4
37083,Timer Tot Tien,504097.42307692306,13106533,26,140492.0,3652792,2018Q4,2018Q4
37084,Times Like These,23123.0,92492,4,265560.0,1062240,2019Q4,2019Q4
37085,Times Tickin',391860.0,1959300,5,234709.0,1173545,2017Q4,2017Q4
37086,Timidez,35191.0,70382,2,195316.0,390632,2020Q1,2020Q1
37087,"Timing (Feat. Yumdda, BIG Naughty) (Prod. TOIL)",15643.5,93861,6,270186.0,1621116,2021Q4,2021Q4
37088,Timmy Turner,144867.0,579468,4,146000.0,584000,2020Q4,2020Q4
37089,Timo Ö.,110706.0,221412,2,152773.0,305546,2020Q1,2020Q1
37090,Timpu' Zboară,24300.0,194400,8,286116.0,2288928,2020Q4,2020Q4
37091,Tin Psichologo,11976.333333333334,287432,24,219500.0,5268000,2019Q3,2019Q4
37092,Tinakenkätyttö,39171.818181818184,430890,11,269026.0,2959286,2021Q3,2021Q4
37093,Tinder Love,33286.818181818184,366155,11,244660.0,2691260,2017Q3,2017Q4
37094,Ting & Tang (feat. Arif),96432.0,289296,3,241266.0,723798,2017Q4,2017Q4
37095,Tinginio Vasara,10054.2,301626,30,252000.0,7560000,2021Q3,2021Q4
37096,Tinh Nhan Oi,24524.309523809523,1030021,42,254819.0,10702398,2020Q4,2020Q3
37097,Tinhasjien,175259.0,876295,5,186206.0,931030,2017Q4,2017Q4
37098,Tinka,342688.9266666667,51403339,150,201920.0,30288000,2018Q4,2017Q4
37099,Tinoni,57261.207920792076,5783382,101,152000.0,15352000,2021Q3,2021Q4
37100,Tinovelly,11837.0,11837,1,142719.0,142719,2020Q1,2020Q1
37101,Tinted Eyes (feat. blackbear & 24kGoldn),254485.7142857143,14251200,56,175081.0,9804536,2020Q4,2020Q3
37102,Tints (feat. Kendrick Lamar),282500.7469879518,46895124,166,268400.0,44554400,2018Q4,2018Q4
37103,Tinty Nasty,197658.03225806452,6127399,31,187058.0,5798798,2021Q3,2021Q4
37104,Tiny Dancer,100701.85714285714,26786694,266,377093.0,100306738,2019Q3,2020Q3
37105,Tiny Dancers,55412.666666666664,1329904,24,286573.0,6877752,2018Q3,2018Q4
37106,Tiny Riot,12200.642857142857,170809,14,204979.0,2869706,2021Q4,2021Q4
37107,Tip Tap (Vain elämää joulu),126468.60784313726,6449899,51,138139.0,7045089,2019Q4,2021Q4
37108,"Tip Tip (From ""Sooryavanshi"")",1001672.1111111111,27045147,27,250287.0,6757749,2021Q4,2021Q4
37109,Tip Toe (feat. A Boogie Wit da Hoodie),1729562.2790697673,148742356,86,185806.0,15979316,2019Q4,2020Q1
37110,Tip Toe (feat. French Montana),354926.17485265224,361314846,1018,187521.0,190896378,2017Q4,2017Q4
37111,Tipitapa Mamanaya - Remix,7529.0,45174,6,186360.0,1118160,2020Q4,2021Q1
37112,Tipo Gin - Ao Vivo,550874.7222222222,59494470,108,159146.0,17187768,2021Q3,2021Q4
37113,Tipota,29869.315789473683,567517,19,226437.0,4302303,2021Q3,2021Q4
37114,Tipota Ston Kosmo,22672.267515923566,3559546,157,184242.0,28925994,2019Q3,2020Q3
37115,Tipp Tapp,488668.0,977336,2,150629.0,301258,2020Q1,2020Q1
37116,Tippa på tå,388612.825,15544513,40,181040.0,7241600,2017Q4,2017Q4
37117,Tipsudieet,4003.8,80076,20,162497.0,3249940,2019Q3,2019Q4
37118,Tir Ellil,8428.055555555555,151705,18,246000.0,4428000,2020Q4,2020Q3
37119,Tir du Brazil,477532.25,7640516,16,156746.0,2507936,2020Q4,2021Q1
37120,Tirachrach,11125.083333333334,667505,60,152807.0,9168420,2020Q4,2020Q3
37121,Tirana (feat. Tony Effe),363591.4285714286,2545140,7,138600.0,970200,2021Q4,2021Q4
37122,Tirar Bilhete,37907.0,113721,3,185254.0,555762,2021Q4,2021Q4
37123,Tirar la Casa por la Ventana,31227.0,187362,6,154053.0,924318,2021Q4,2021Q4
37124,Tirate Un Paso - Remix,14905.536585365853,611127,41,212466.0,8711106,2018Q4,2018Q4
37125,Tired,53737.43663366337,54274811,1010,192111.0,194032110,2017Q4,2017Q4
37126,Tired - Kygo Remix,182008.5744680851,8554403,47,240000.0,11280000,2017Q3,2017Q4
37127,Tired of Missing You,35625.833333333336,213755,6,223093.0,1338558,2015Q1,2015Q1
37128,Tired of Talking,19600.14746543779,4253232,217,197000.0,42749000,2015Q4,2016Q1
37129,Tirer un trait,366365.0,5495475,15,229826.0,3447390,2019Q4,2019Q4
37130,Tiri Tiri,14989.666666666666,179876,12,152033.0,1824396,2019Q3,2019Q3
37131,Tiring Game,3544.0,14176,4,203758.0,815032,2015Q4,2015Q4
37132,Tiro Certo - Ao Vivo,1278576.099009901,129136186,101,179064.0,18085464,2019Q3,2020Q3
37133,Tiro de Festim (feat. Jorge & Mateus) - Ao Vivo,780867.3333333334,2342602,3,193102.0,579306,2020Q1,2020Q1
37134,Tiroteo,141847.91666666666,8510875,60,266290.0,15977400,2021Q3,2021Q1
37135,Tiroteo - Remix,677705.2222222222,799014457,1179,321555.0,379113345,2021Q3,2021Q4
37136,Tis Oke Mop,235293.31818181818,15529359,66,177623.0,11723118,2019Q3,2020Q1
37137,Tis Oke Mop - Remix,184961.0,739844,4,217425.0,869700,2019Q3,2019Q3
37138,Tissues,127804.0,255608,2,153491.0,306982,2021Q1,2021Q1
37139,Tisíc slov,30521.5,305215,10,183652.0,1836520,2019Q4,2019Q4
37140,Titanic,60275.34210526316,6871389,114,237816.52631578947,27111084,2020Q4,2020Q3
37141,Titanium,18290.821428571428,1024286,56,210008.0,11760448,2015Q4,2015Q4
37142,Titanium (feat. Sia),26458.320970042794,18547283,701,245040.0,171773040,2015Q1,2016Q4
37143,Titibo-Tibo,848660.5777777778,38189726,45,202452.0,9110340,2017Q4,2017Q4
37144,Titig,478884.2042253521,68001557,142,259114.0,36794188,2021Q3,2020Q3
37145,Title,134146.86538461538,6975637,52,174733.0,9086116,2015Q1,2021Q4
37146,Title? (feat. Nitro & Axos),115847.75,1853564,16,208146.0,3330336,2016Q4,2016Q4
37147,Titliaan,1229456.4444444445,44260432,36,195483.0,7037388,2020Q4,2021Q1
37148,Titliaan Warga,503507.3333333333,3021044,6,228387.0,1370322,2021Q1,2021Q1
37149,Titubeo,262928.0,525856,2,205434.0,410868,2021Q1,2021Q1
37150,Titulaires,410087.1538461539,10662266,26,240000.0,6240000,2020Q4,2020Q3
37151,Tivolit,109498.68421052632,14563325,133,211476.0,28126308,2021Q3,2020Q3
37152,Tizora,276071.875,8834300,32,194787.0,6233184,2018Q3,2018Q4
37153,Tiësto,335071.0,1340284,4,184175.0,736700,2018Q3,2018Q3
37154,Tiến Hoá (feat. Ricky Star),33903.5,271228,8,171428.0,1371424,2020Q4,2020Q4
37155,Tiền Nhiều Để Làm Gì (feat. Gducky),76517.03846153847,3978886,52,248571.0,12925692,2020Q4,2021Q1
37156,Tiễn Khách,13423.346153846154,349007,26,230689.0,5997914,2018Q4,2018Q4
37157,Tjalala,128960.0,644800,5,258181.0,1290905,2021Q4,2021Q4
37158,Tjep (feat. Kesi),193474.11111111112,12188869,63,148481.0,9354303,2018Q4,2018Q4
37159,Tjikke boem,99079.0,594474,6,216893.0,1301358,2021Q4,2021Q4
37160,Tjuvheder,314794.0,4721910,15,94127.0,1411905,2021Q4,2021Q4
37161,Tlak,5062.333333333333,60748,12,157146.0,1885752,2016Q4,2016Q4
37162,Tlen,95226.94029850746,6380205,67,281933.0,18889511,2017Q4,2017Q4
37163,Tlspng,14310.888888888889,515192,36,182926.0,6585336,2019Q3,2019Q4
37164,Tma (feat. Viktor Sheen),7257.0,29028,4,214029.0,856116,2016Q4,2016Q4
37165,Tmt,16179.333333333334,2184210,135,237714.0,32091390,2018Q4,2020Q3
37166,Tni Li Rega,14174.731707317073,581164,41,173245.0,7103045,2018Q4,2018Q4
37167,To Be Alone,7827.5,31310,4,323639.0,1294556,2015Q1,2015Q1
37168,To Be Forgotten,12852.0,51408,4,204266.0,817064,2015Q4,2015Q4
37169,To Be Loved,614775.5559701492,164759849,268,403961.0,108261548,2021Q4,2021Q4
37170,To Be So Lonely,829410.2272727273,91235125,110,192080.0,21128800,2019Q4,2019Q4
37171,To Die For,31442.0,125768,4,193795.0,775180,2020Q4,2020Q4
37172,To Eikosalepto,13970.722222222223,1257365,90,322926.0,29063340,2019Q3,2019Q4
37173,To Gostando Tanto de Você,660912.5,13218250,20,158383.0,3167660,2018Q4,2018Q4
37174,To Gucci Forema - MAD VMA 2018,8187.461538461538,106437,13,193136.0,2510768,2019Q4,2018Q4
37175,To Her Door,239131.36585365853,9804386,41,196026.0,8037066,2019Q3,2021Q4
37176,To Kryfto,3535.4545454545455,155560,44,238050.0,10474200,2018Q3,2018Q4
37177,To Kyma,3253.44,81336,25,212694.0,5317350,2017Q3,2016Q4
37178,To Let Myself Go,7852.178571428572,219861,28,254160.0,7116480,2015Q3,2015Q4
37179,To Love Again,207064.0,10767328,52,290680.0,15115360,2016Q4,2016Q4
37180,To Love Somebody,362846.0,2902768,8,160000.0,1280000,2021Q1,2021Q1
37181,To Me,9629.333333333334,86664,9,180053.0,1620477,2017Q4,2017Q4
37182,To Megalytero Mou Lathos,28065.0,112260,4,219514.0,878056,2021Q4,2021Q4
37183,To My Love - Tainy Remix,133224.3060897436,83131967,624,251773.0,157106352,2018Q4,2018Q4
37184,To Pa,16379.851851851852,884512,54,177777.0,9599958,2019Q3,2019Q4
37185,To Pa - Bonus Track,25112.59259259259,678040,27,177777.0,4799979,2020Q4,2020Q3
37186,To Syberasma,2650.125,21201,8,222504.0,1780032,2015Q4,2016Q1
37187,To The Moon,94310.46391752578,9148115,97,200427.21649484537,19441440,2021Q3,2020Q3
37188,To Tomorrow,253527.8125,8112890,32,204085.0,6530720,2020Q4,2020Q3
37189,To Voando Alto,2261551.8214285714,63323451,28,137430.0,3848040,2019Q4,2020Q1
37190,To Whom,26934.5,161607,6,288238.0,1729428,2018Q4,2018Q4
37191,To Whom it May Concern,32282.3,322823,10,269035.0,2690350,2020Q4,2020Q3
37192,To You My Light (feat. Lee Raon),10053.156862745098,512711,51,265586.0,13544886,2021Q4,2021Q4
37193,To by Nečekali (feat. Smack),17036.0,170360,10,181299.0,1812990,2017Q4,2017Q4
37194,To koniec,336992.3939393939,22241498,66,195577.0,12908082,2021Q3,2021Q4
37195,To minutter,108983.33333333333,1307800,12,159881.0,1918572,2019Q3,2019Q4
37196,To sme asi my,14221.0,56884,4,209568.0,838272,2020Q4,2020Q4
37197,To the Bone,712075.7279693487,185851765,261,344571.0,89933031,2019Q4,2020Q3
37198,To the Moon (Feat. UNEDUCATED KID),16708.772727272728,367593,22,196703.0,4327466,2021Q4,2021Q4
37199,To tylko rap,95404.0,381616,4,186967.0,747868,2019Q3,2019Q3
37200,To you,131672.63157894736,5003560,38,225573.0,8571774,2021Q4,2021Q4
37201,To Ü (feat. AlunaGeorge),22923.901408450703,1627597,71,237000.0,16827000,2015Q4,2016Q1
37202,To år tilbake,91890.69230769231,1194579,13,185120.0,2406560,2015Q3,2015Q4
37203,To čo máš!,12914.0,51656,4,204560.0,818240,2020Q4,2020Q4
37204,Toa la Vida,318030.9589041096,46432520,146,218969.0,31969474,2021Q3,2021Q4
37205,Toast,79399.58883248731,15641719,197,191502.0,37725894,2019Q3,2020Q3
37206,Toate Diamantele,19349.16393442623,2360598,122,185782.0,22665404,2021Q3,2020Q3
37207,Toată Lumea Fumează,9884.0,39536,4,249093.0,996372,2019Q3,2019Q3
37208,Tobě,46554.73333333333,698321,15,220704.0,3310560,2019Q4,2020Q1
37209,Toca (feat. Timmy Trumpet & KSHMR),3304.114285714286,115644,35,221250.0,7743750,2015Q3,2015Q4
37210,Toca Toca - Radio Edit,58030.608695652176,1334704,23,165346.0,3802958,2015Q1,2015Q1
37211,Toca um João Mineiro e Marciano (Ao Vivo Em Campo Grande),80009.8,2000245,25,174066.0,4351650,2015Q4,2016Q1
37212,Tocado y hundido,115921.2875,9273703,80,211586.0,16926880,2015Q1,2016Q1
37213,Tocame,15192.885714285714,1063502,70,157500.0,11025000,2020Q4,2020Q3
37214,Tocando Tierra,1109673.0,4438692,4,108266.0,433064,2021Q4,2021Q4
37215,Tocarte,259882.0,2079056,8,151524.0,1212192,2021Q4,2021Q4
37216,Toch Houdt Ze Van Mij,67677.0,1082832,16,198399.0,3174384,2015Q4,2015Q4
37217,Toco Mentir,10338.34328358209,692669,67,216869.0,14530223,2018Q4,2018Q4
37218,Toda - Remix,476198.9631849315,556200389,1168,367739.5633561644,429519810,2018Q4,2018Q4
37219,Toda La Noche,214658.25,2575899,12,206372.0,2476464,2021Q3,2021Q3
37220,Toda Remix - Remix,47042.6589958159,67459173,1434,367680.0,527253120,2021Q3,2020Q3
37221,Toda la noche,498213.6666666667,4483923,9,315466.0,2839194,2021Q4,2021Q4
37222,Todas Las Promesas,196062.9827586207,11371653,58,239826.0,13909908,2016Q4,2016Q4
37223,Todas Mienten,12508.866666666667,187633,15,214205.0,3213075,2019Q4,2020Q1
37224,Todas Mueren por Mí,573063.3801652893,69340669,121,223093.0,26994253,2021Q3,2021Q4
37225,Todavia,455604.90206185565,88387351,194,204904.0,39751376,2019Q3,2020Q3
37226,Todavía,340668.1081081081,12604720,37,239920.0,8877040,2017Q4,2017Q4
37227,Today,452242.0,1356726,3,206808.0,620424,2019Q4,2019Q4
37228,"Today's The Day - From ""The Ellen DeGeneres Show""",47828.092307692306,3108826,65,224826.0,14613690,2015Q3,2015Q4
37229,Today's Top Hits Intro,9061.588235294117,308094,34,33152.0,1127168,2015Q1,2015Q1
37230,Todo,8856.0,44280,5,169807.0,849035,2017Q4,2017Q4
37231,Todo Biento,12318.81679389313,4841295,393,183036.0,71933148,2018Q4,2016Q4
37232,Todo Comenzó Bailando,42307.22,8461444,200,146506.0,29301200,2016Q4,2016Q4
37233,Todo Comienza en la Disco,101088.37283236995,34976577,346,268106.0,92764676,2017Q4,2017Q4
37234,Todo De Ti,1136691.4544198895,1645929226,1448,199604.0,289026592,2021Q3,2021Q4
37235,Todo El Amor (feat. Maluma & Wisin),56278.269230769234,5852940,104,213898.0,22245392,2018Q3,2018Q4
37236,"Todo Es Posible - Tema Principal De La Película ""Tadeo Jones 2 El Secreto Del Rey Midas""",125070.0,1500840,12,215100.0,2581200,2017Q3,2017Q3
37237,Todo Lo Bueno Tarda,91531.0,274593,3,240075.0,720225,2021Q4,2021Q4
37238,Todo Mundo Menos Você,3026761.19379845,390452194,129,206171.0,26596059,2021Q3,2021Q4
37239,Todo Mundo Vai Sofrer - Ao Vivo,1859134.51,185913451,100,154661.0,15466100,2019Q3,2020Q3
37240,Todo No Es Casualidad - Versión Radio,104631.0,3348192,32,209303.0,6697696,2016Q4,2016Q4
37241,Todo Puede Estar Mejor,1843.25,22119,12,226066.0,2712792,2015Q3,2015Q3
37242,Todo Tiene Su Hora,2951.3333333333335,177080,60,197186.0,11831160,2015Q1,2016Q1
37243,Todo Tuyo,117908.33333333333,353725,3,163920.0,491760,2015Q1,2016Q1
37244,Todo Va Estar Bien,12562.831460674157,1118092,89,194529.0,17313081,2018Q4,2018Q4
37245,Todo Va a Estar Bien,809896.4347826086,93138090,115,267796.0,30796540,2021Q3,2021Q4
37246,Todo comenzo bailando,111185.71120689655,25795085,232,147285.0,34170120,2015Q1,2016Q1
37247,Todo en tu Cabeza,1980.125,63364,32,149379.0,4780128,2015Q4,2015Q4
37248,Todo o Nada,20647.068965517243,598765,29,159704.0,4631416,2021Q3,2021Q1
37249,Todo se transforma,1520.0,6080,4,217146.0,868584,2016Q4,2016Q4
37250,Todo va a estar mejor,25011.158878504673,5352388,214,159477.0,34128078,2019Q4,2016Q4
37251,Todo és la musica,27626.5,110506,4,206494.0,825976,2021Q1,2021Q1
37252,"Todos Hablan, Nada Saben",636780.6164383561,46484985,73,163867.0,11962291,2019Q3,2020Q1
37253,Todos Ven,18122.075,724883,40,193253.0,7730120,2019Q4,2020Q1
37254,Todos la Conocen,93636.0,749088,8,247013.0,1976104,2020Q4,2020Q4
37255,Tofu Delivery,372270.0,2978160,8,184000.0,1472000,2021Q4,2021Q4
37256,Together,162966.53956834532,45304698,278,197499.8669064748,54904963,2016Q4,2016Q4
37257,Together - Radio Edit,26207.666666666668,235869,9,188170.0,1693530,2015Q3,2015Q3
37258,Together We Are One (Bring Back The Energy),13538.0,81228,6,174999.0,1049994,2015Q3,2015Q3
37259,Toi,8862.735632183909,771058,87,245217.0,21333879,2021Q4,2020Q3
37260,Toi d'abord,607754.0,1823262,3,238320.0,714960,2019Q4,2019Q4
37261,Toi ou moi,274491.0,274491,1,221000.0,221000,2020Q1,2020Q1
37262,Toi va là-bas,256682.0,1026728,4,153866.0,615464,2020Q4,2020Q4
37263,Toinen ihminen,59542.5,119085,2,232066.0,464132,2020Q1,2020Q1
37264,Toiset kundit (Toiset mimmit) [Vain elämää kausi 10],120399.2,3009980,25,170200.0,4255000,2019Q4,2019Q4
37265,Toivo,59632.5,119265,2,237011.0,474022,2020Q1,2020Q1
37266,Toivon,104394.79310344828,3027449,29,193704.0,5617416,2018Q4,2018Q4
37267,Tojo Tojo,42525.2,212626,5,197010.0,985050,2020Q1,2020Q1
37268,Tok,28845.0,1269180,44,139213.0,6125372,2020Q4,2020Q4
37269,Toka,143064.0,1287576,9,198520.0,1786680,2017Q3,2017Q3
37270,Tokarev,329864.09523809527,6927146,21,171506.0,3601626,2018Q4,2018Q4
37271,Toketeo,743849.75,8926197,12,203478.0,2441736,2021Q3,2021Q3
37272,Tokimeki,344415.3888888889,18598431,54,212000.0,11448000,2021Q3,2021Q4
37273,Tokio,170550.0,682200,4,179019.0,716076,2019Q4,2019Q4
37274,Tokken,190969.69565217392,8784606,46,193982.0,8923172,2021Q3,2021Q4
37275,Toksisks,8591.5,85915,10,230769.0,2307690,2021Q4,2021Q4
37276,Tokyo,85180.83690987124,19847135,233,222084.67811158797,51745730,2019Q3,2020Q3
37277,Tokyo Drifting,226532.0,226532,1,216821.0,216821,2020Q1,2020Q1
37278,Tokyo Rendez-Vous,105743.08,2643577,25,241533.0,6038325,2019Q4,2020Q1
37279,Told You,277203.0,1386015,5,152213.0,761065,2017Q4,2017Q4
37280,Told You So,80228.28,2005707,25,193556.0,4838900,2018Q4,2015Q1
37281,Toleka,56290.0,281450,5,197239.0,986195,2017Q4,2017Q4
37282,Tolong,853474.9865771813,127167773,149,250322.0,37297978,2019Q3,2020Q3
37283,Toma Toma Vapo Vapo,3622004.3,217320258,60,156760.0,9405600,2021Q4,2021Q4
37284,Tomame O Dejame,33726.545454545456,2967936,88,200013.0,17601144,2021Q3,2021Q4
37285,Tomate el Palo (feat. Leo García),28435.337837837837,4208430,148,205613.0,30430724,2015Q1,2016Q1
37286,Tomboy,54942.0,164826,3,203445.0,610335,2021Q3,2021Q3
37287,Tombé,305267.14285714284,36326790,119,233800.0,27822200,2019Q3,2020Q1
37288,Tommelen på vekta,119957.88888888889,2159242,18,209106.0,3763908,2017Q4,2017Q4
37289,Tomorrow,75442.70689655172,4375677,58,233693.8620689655,13554244,2019Q4,2018Q4
37290,"Tomorrow (Feat. GIRIBOY, BIG Naughty)",11439.634146341463,469025,41,276152.0,11322232,2021Q4,2021Q4
37291,Tomorrow Never Comes,7382.0,22146,3,169088.0,507264,2021Q3,2021Q3
37292,Tomorrow never knows,76923.02666666667,5769227,75,308293.0,23121975,2018Q4,2018Q4
37293,Tomtarnas julnatt (Midnatt råder),149510.0,598040,4,78573.0,314292,2020Q4,2020Q4
37294,Tomten jag vill ha en riktig jul,208589.0340909091,18355835,88,210782.36363636365,18548848,2018Q4,2016Q4
37295,"Tomten, jag vill ha en riktig jul",272821.5142857143,19097506,70,183425.38571428572,12839777,2019Q4,2021Q4
37296,Ton visage,96117.3488372093,4133046,43,159133.0,6842719,2015Q4,2016Q1
37297,Tone Deaf,72223.8,1444476,20,290136.0,5802720,2020Q4,2020Q4
37298,Tone It Down (feat. Chris Brown),597174.3636363636,13137836,22,221052.0,4863144,2017Q3,2017Q4
37299,Tonelada de Solidão (feat. Ferrugem) - Ao Vivo,637884.5714285715,53582304,84,198995.0,16715580,2018Q4,2020Q1
37300,Tongue & Cheek,90787.0,363148,4,208583.0,834332,2016Q4,2016Q4
37301,Tongue Tied,1283144.1495327102,137296424,107,218013.0,23327391,2021Q3,2020Q3
37302,Tongue Tied (with YUNGBLUD & blackbear),257588.1305970149,69033619,268,186024.0,49854432,2019Q4,2019Q4
37303,Tonight,28710.243902439026,2354240,82,237958.39024390245,19512588,2019Q3,2016Q3
37304,Tonight - Extended,17849.0,71396,4,224263.0,897052,2021Q4,2021Q4
37305,Tonight Again,85786.0,257358,3,203853.0,611559,2015Q3,2015Q3
37306,Tonight I'm Loving You (feat. Reo Cragun),74451.76923076923,1935746,26,210312.0,5468112,2018Q4,2018Q4
37307,Tonnin Stiflat,60968.0,182904,3,218942.0,656826,2020Q1,2020Q1
37308,Tonta,63981.74285714285,2239361,35,240000.0,8400000,2018Q4,2018Q4
37309,Tonttu,80866.0,12695962,157,250989.44585987262,39405343,2018Q4,2016Q4
37310,Tonttu (Vain elämää kausi 11),47985.0,191940,4,167782.0,671128,2020Q4,2020Q4
37311,Tonttujen jouluyö,76645.0,306580,4,164800.0,659200,2020Q4,2020Q4
37312,Tonttuparaati (feat. Vesala & Maija Vilkkumaa) [Vain elämää joulu],65672.28571428571,919412,14,188758.0,2642612,2019Q4,2020Q4
37313,Tony (feat. DJ Metys & Brenk Sinatra),6329.785714285715,88617,14,220101.0,3081414,2017Q4,2017Q4
37314,Tony Montana,31236.636363636364,343603,11,229718.18181818182,2526900,2019Q4,2015Q4
37315,Tony Stark,23633.052631578947,449028,19,125059.0,2376121,2019Q4,2019Q4
37316,Tony Story 3,824674.0,3298696,4,270000.0,1080000,2016Q4,2016Q4
37317,Too Bad,18376.285714285714,128634,7,260200.0,1821400,2015Q4,2016Q1
37318,Too Deep,22897.753424657534,1671536,73,105000.0,7665000,2020Q4,2020Q3
37319,Too Far Gone,32364.70588235294,550200,17,86160.0,1464720,2018Q4,2018Q4
37320,Too Good,402699.84896836313,1463813951,3635,263373.0,957360855,2016Q4,2016Q4
37321,Too Good At Goodbyes,411341.445811365,2106479544,5121,201000.0,1029321000,2018Q4,2017Q4
37322,Too Good At Goodbyes - Acoustic,141576.875,5663075,40,220095.0,8803800,2017Q4,2017Q4
37323,Too Good At Goodbyes - Edit,819960.7028601695,1548085807,1888,201000.0,379488000,2017Q3,2017Q4
37324,Too Good To Be True,212823.9655172414,12343790,58,201173.0,11668034,2017Q4,2017Q4
37325,Too Good to Say Goodbye,61936.1,2477444,40,281826.0,11273040,2016Q4,2016Q4
37326,Too Hotty,91314.07692307692,1187083,13,297377.0,3865901,2017Q3,2017Q4
37327,Too Hype,138905.0,555620,4,207000.0,828000,2019Q4,2019Q4
37328,Too Late,85602.125,3424085,40,140433.0,5617320,2021Q4,2020Q4
37329,Too Late For Love,158341.8,2375127,15,178133.0,2671995,2019Q3,2020Q1
37330,Too Many Nights (with JC Stewart),111710.7,4468428,40,188636.0,7545440,2020Q4,2021Q1
37331,Too Many Years,1463675.1206896552,84893157,58,196336.0,11387488,2016Q4,2016Q4
37332,Too Much (feat. Usher),85711.0,2057064,24,165704.0,3976896,2020Q4,2020Q4
37333,Too Much Sauce (feat. Future & Lil Uzi Vert),925158.5411764706,78638476,85,223093.0,18962905,2016Q4,2016Q4
37334,Too Much To Ask,329895.5886931585,805275132,2441,223043.0,544447963,2017Q4,2017Q4
37335,Too Old To Die Young,616932.0,3701592,6,202855.0,1217130,2021Q4,2021Q4
37336,Too Proud - L1 Remix,83320.95454545454,1833061,22,259372.0,5706184,2018Q4,2018Q4
37337,Too Young to Die,51838.825,2073553,40,196666.0,7866640,2015Q3,2015Q4
37338,Took Her To The O,1354687.342857143,94828114,70,196179.0,13732530,2020Q4,2021Q1
37339,Took His Time,3318275.5,53092408,16,262399.0,4198384,2018Q4,2018Q4
37340,Toosie Slide,338165.3479044615,750388907,2219,247058.0,548221702,2020Q4,2020Q3
37341,Tootey Khaab,150413.5,2406616,16,209025.0,3344400,2019Q4,2019Q4
37342,Toothbrush,214736.1276238455,255750728,1191,231813.0,276089283,2016Q4,2016Q4
37343,Top,21743.133333333335,978441,45,165084.93333333332,7428822,2019Q4,2021Q4
37344,Top 10,142729.31578947368,5423714,38,178643.47368421053,6788452,2020Q4,2017Q4
37345,Top 5 Freestyle,58202.818181818184,640231,11,236951.0,2606461,2021Q4,2021Q4
37346,Top Down,11779.0,35337,3,124839.0,374517,2020Q3,2020Q3
37347,Top Notch Gabru,498644.3968253968,31414597,63,158294.0,9972522,2021Q3,2021Q4
37348,Top Quality,180074.0,720296,4,148085.0,592340,2021Q1,2021Q1
37349,Top Thai,355289.0,1421156,4,138542.0,554168,2020Q4,2020Q4
37350,Top album,153051.25,1836615,12,192346.0,2308152,2017Q3,2017Q3
37351,Top lyubovnik,8645.84126984127,544688,63,200487.0,12630681,2021Q3,2021Q4
